id,original_language,popularity,release_date,title,vote_average,vote_count
10054,en,30.181,18-03-2001,Spy Kids,5.8,2945
255456,it,4.824,13-02-2014,Sotto una buona stella,5.8,270
244783,en,8.77,20-01-2014,Song One,5.8,205
94380,en,9.907,12-04-2012,Bad Ass,5.8,334
45650,en,9.927,09-09-2009,The Hole,5.8,636
675327,en,22.548,31-12-2020,Shadow in the Cloud,5.8,672
24418,en,28.094,23-10-2009,Cirque du Freak: The Vampire's Assistant,5.8,931
376865,en,15.262,26-09-2018,High Life,5.8,904
76489,en,27.083,13-04-2012,The Three Stooges,5.8,478
12118,en,18.642,20-03-1986,Police Academy 3: Back in Training,5.8,1000
10829,en,16.434,02-10-2001,Tremors 3: Back to Perfection,5.8,502
4641,en,11.543,21-07-2006,Read It and Weep,5.8,228
14869,en,36.463,03-08-2009,G.I. Joe: The Rise of Cobra,5.8,4064
6877,en,11.856,10-03-2006,Failure to Launch,5.8,1424
89455,en,11.239,25-07-2012,360,5.8,231
10805,en,16.423,11-07-1983,Staying Alive,5.8,386
772272,en,22.524,11-02-2022,Tall Girl 2,5.8,264
539885,en,56.274,02-07-2020,Ava,5.8,2110
382597,fr,12.934,01-02-2017,R.A.I.D. Special Unit,5.8,821
44933,it,5.563,03-03-2000,C'era un cinese in coma,5.8,223
17037,en,10.985,13-11-1998,I'll Be Home for Christmas,5.8,252
9482,en,22.456,30-06-1995,Judge Dredd,5.8,2029
13536,en,9.685,06-09-2002,City by the Sea,5.8,290
2928,en,11.044,25-12-1996,Michael,5.8,524
628917,en,9.25,26-07-2020,An American Pickle,5.8,358
184315,en,41.507,23-07-2014,Hercules,5.8,3634
11478,en,8.659,31-03-2000,The Skulls,5.8,478
8867,en,16.887,05-10-1989,The Punisher,5.8,457
631060,en,13.895,29-04-2021,Things Heard & Seen,5.8,761
408266,en,11.612,25-08-2017,Birth of the Dragon,5.8,256
50671,en,11.752,10-02-2011,The Resident,5.8,530
16235,en,20.005,24-09-1982,Amityville II: The Possession,5.8,278
13207,en,32.035,11-02-2009,Friday the 13th,5.8,2160
463053,en,12.048,25-05-2018,Ibiza,5.7,1098
137145,en,10.533,01-09-2011,247°F,5.7,241
11565,en,24.259,26-01-2006,Big Momma's House 2,5.7,1365
602654,en,15.577,29-10-2020,Horizon Line,5.7,248
445583,it,6.319,09-03-2017,It's All About Karma,5.7,258
363757,it,7.179,22-10-2015,Loving Only You,5.7,256
87428,en,36.318,14-06-2012,That's My Boy,5.7,1561
38321,en,25.34,05-05-2011,Priest,5.7,1939
85435,en,7.264,14-10-2011,A Few Best Men,5.7,395
16314,en,10.816,07-08-1992,3 Ninjas,5.7,371
3603,en,13.853,29-03-2007,Black Sheep,5.7,611
621707,en,16.016,01-07-2020,The Vigil,5.7,285
333663,en,9.205,07-10-2016,War on Everyone,5.7,342
310137,en,5.402,26-06-2015,Bound to Vengeance,5.7,240
15159,en,16.99,06-02-2009,The Pink Panther 2,5.7,955
14123,en,13.758,03-08-2007,Bratz,5.7,378
156547,it,5.818,03-01-2013,Us in the U.S.,5.7,275
17335,en,13.581,24-04-2009,Obsessed,5.7,552
10563,en,10.037,22-10-1999,Three to Tango,5.7,218
9304,en,13.359,19-07-1996,Multiplicity,5.7,443
390051,en,19.986,28-02-2017,Aftermath,5.7,766
343934,en,6.291,30-06-2015,Staten Island Summer,5.7,213
95516,en,8.888,08-03-2012,Cleanskin,5.7,265
11067,en,9.263,30-03-1994,Major League II,5.7,268
6499,en,36.206,27-03-1997,Turbo: A Power Rangers Movie,5.7,232
322240,en,13.956,03-08-2016,Nine Lives,5.7,927
1375,en,27.929,16-11-1990,Rocky V,5.7,2631
582186,en,13.974,14-02-2019,"Oh, Ramona!",5.7,356
38313,it,6.757,25-09-1986,School of Thieves,5.7,207
14289,en,16.227,05-09-1997,Fire Down Below,5.7,299
10053,en,12.518,03-02-2006,When a Stranger Calls,5.7,896
10040,en,17.652,14-04-2005,Miss Congeniality 2: Armed and Fabulous,5.7,1590
172,en,19.32,09-06-1989,Star Trek V: The Final Frontier,5.7,957
227783,en,19.026,17-01-2014,The Nut Job,5.7,824
209189,en,13.696,14-09-2013,Life of Crime,5.7,328
50359,en,18.124,30-03-2011,Hop,5.7,1047
129139,en,11.39,24-07-2013,The To Do List,5.7,892
52214,it,5.315,14-12-2007,A Beautiful Wife,5.7,432
41436,en,19.354,20-10-2010,Paranormal Activity 2,5.7,2116
23730,en,10.573,31-08-1984,C.H.U.D.,5.7,223
10320,en,25.023,17-03-2005,The Ring Two,5.7,1964
10172,en,13.725,04-04-2007,Are We Done Yet?,5.7,514
9884,en,15.875,06-02-2002,Collateral Damage,5.7,1177
1996,en,19.026,21-07-2003,Lara Croft: Tomb Raider - The Cradle of Life,5.7,3746
714375,en,11.663,16-07-2020,Fatal Affair,5.7,251
302150,en,13.381,08-06-2017,The Hunter's Prayer,5.7,326
26263,en,11.982,11-06-1987,Death Wish 4: The Crackdown,5.7,222
159128,en,6.176,27-09-2013,We Are What We Are,5.7,465
10996,en,22.487,19-07-2002,Stuart Little 2,5.7,2093
659986,en,17.363,27-08-2020,The Owners,5.7,276
355008,en,9.24,22-04-2016,Special Correspondents,5.7,422
331190,en,6.96,17-09-2015,Captive,5.7,230
250546,en,36.943,02-10-2014,Annabelle,5.7,5404
16164,en,8.426,13-11-2008,Killshot,5.7,226
9562,en,14.05,26-11-2003,Timeline,5.7,897
3489,en,13.74,14-02-2007,88 Minutes,5.7,916
311539,en,12.46,20-07-2015,A Christmas Horror Story,5.7,269
306964,en,7.975,16-10-2015,Tales of Halloween,5.7,396
266396,en,11.277,16-02-2015,The Gunman,5.7,837
15590,en,10.668,21-02-2006,The Prince & Me 2: The Royal Wedding,5.7,210
10799,fr,10.079,20-04-2005,Empire of the Wolves,5.7,246
9886,en,18.609,26-05-1995,Johnny Mnemonic,5.7,1103
258193,en,13.066,04-04-2014,Alien Abduction,5.7,307
130987,fr,4.538,10-04-2012,Plan de table,5.7,213
16985,en,20.67,28-04-2009,Legally Blondes,5.7,223
72477,en,12.897,14-10-2011,Texas Killing Fields,5.7,396
8836,en,19.892,24-07-2008,The X Files: I Want to Believe,5.7,1259
1705,en,16.009,15-06-1973,Battle for the Planet of the Apes,5.7,716
486078,it,5.102,18-01-2018,The Vegetable,5.7,255
412988,en,14.035,22-08-2018,The Happytime Murders,5.7,861
20068,it,8.367,18-03-2005,The Manual of Love,5.7,292
9341,en,29.009,28-03-2003,The Core,5.7,1505
492621,en,10.605,30-09-2016,The Midnight Man,5.7,360
455108,en,10.674,30-08-2018,The Little Stranger,5.7,220
433251,en,18.368,11-08-2017,Naked,5.7,1129
411873,en,16.379,30-06-2017,The Little Hours,5.7,459
157433,en,20.75,04-04-2019,Pet Sematary,5.7,2807
46261,en,13.608,06-11-2010,Don't Be Afraid of the Dark,5.7,912
12090,en,15.18,08-01-2003,Just Married,5.7,1162
6948,en,11.334,25-09-2006,The Woods,5.7,209
2124,en,16.201,19-08-1994,Color of Night,5.7,472
703745,en,24.873,25-08-2020,Deep Blue Sea 3,5.7,236
280002,en,38.972,25-08-2014,The Remaining,5.7,290
213681,en,12.393,29-09-2016,Masterminds,5.7,1541
26505,fr,18.221,26-11-2009,Arthur and the Revenge of Maltazard,5.7,1505
1450,en,11.799,02-04-2009,Blood: The Last Vampire,5.7,291
71672,en,44.654,17-10-2011,Wrong Turn 4: Bloody Beginnings,5.7,872
10862,en,8.533,15-11-2000,Bounce,5.7,338
215379,en,8.844,28-06-2014,Young Ones,5.7,257
18896,fr,6.059,10-06-2009,The French Kissers,5.7,349
14211,en,18.457,18-05-2007,Prey,5.7,292
10366,en,14.903,05-08-1999,Universal Soldier: The Return,5.7,954
438650,en,29.06,07-02-2019,Cold Pursuit,5.7,2147
276902,en,9.065,10-09-2014,Cut Bank,5.7,271
619979,en,46.189,18-03-2022,Deep Water,5.7,879
60203,it,4.661,17-12-1999,Il pesce innamorato,5.7,228
479040,en,12.777,12-01-2018,Acts of Violence,5.7,351
253161,en,11.589,04-06-2015,Madame Bovary,5.7,371
252164,en,8.965,04-06-2015,Pressure,5.7,207
27726,en,7.049,08-09-1982,Q,5.7,211
13498,en,14.376,25-02-2005,Man of the House,5.7,395
336011,en,14.025,02-09-2016,White Girl,5.7,404
50037,en,10.1,03-12-2010,Beyond the Black Rainbow,5.7,278
44943,en,41.078,08-03-2011,Battle: Los Angeles,5.7,3010
11718,en,8.637,03-02-1989,Who's Harry Crumb?,5.7,242
312669,en,11.587,27-04-2016,Maggie's Plan,5.7,326
446170,fr,7.159,18-07-2018,Black Tide,5.7,242
116613,en,10.189,11-09-2012,The Sweeney,5.7,231
62206,en,25.581,11-08-2011,30 Minutes or Less,5.7,1446
12120,en,14.605,09-12-1988,My Stepmother Is an Alien,5.7,435
8869,en,19.349,17-07-2002,Eight Legged Freaks,5.7,998
869,en,30.903,25-07-2001,Planet of the Apes,5.7,3423
464595,it,7.062,14-12-2017,Poveri ma ricchissimi,5.7,248
410554,en,12.978,21-07-2017,First Kill,5.7,479
265010,en,6.963,10-10-2014,The Canal,5.7,364
94363,en,10.144,10-09-2011,Hick,5.7,368
19064,en,7.223,15-11-1985,Once Bitten,5.7,230
11398,en,8.266,25-08-2000,The Art of War,5.7,411
59115,en,12.83,16-06-2011,Quarantine 2: Terminal,5.7,455
56903,it,15.299,12-03-2004,Three Steps Over Heaven,5.7,614
16643,en,10.681,24-04-2002,Life or Something Like It,5.7,418
223702,en,32.301,11-07-2016,Sausage Party,5.7,6415
207769,en,10.961,26-08-2013,Banshee Chapter,5.7,218
115348,en,22.05,14-08-2013,Paranoia,5.7,749
500916,en,17.507,27-12-2019,Primal,5.7,276
11472,en,9.079,12-07-1995,Nine Months,5.7,558
9074,en,8.443,08-09-2005,The Man,5.7,463
534939,es,6.769,09-11-2018,Your Son,5.7,234
1452,en,24.052,28-06-2006,Superman Returns,5.7,3588
49014,en,14.289,25-05-2012,Cosmopolis,5.7,1072
231474,en,9.4,25-10-2013,The Hunters,5.7,317
68179,en,20.487,27-12-2012,Escape from Planet Earth,5.7,653
13652,fr,7.433,23-04-2008,Ca$h,5.7,246
27,en,25.523,16-05-2004,9 Songs,5.7,423
39106,ja,47.123,09-07-1994,Dragon Ball Z: Bio-Broly,5.7,433
10694,en,11.166,04-03-1994,The Chase,5.7,285
34636,en,18.669,24-10-1990,The NeverEnding Story II: The Next Chapter,5.7,677
472338,en,11.133,12-09-2017,Victor Crowley,5.7,207
18501,en,23.413,03-09-2009,Gamer,5.7,2022
271969,en,26.669,17-08-2016,Ben-Hur,5.7,1504
10823,en,19.354,09-03-1984,Children of the Corn,5.7,815
9906,en,24.354,28-07-2006,The Ant Bully,5.7,1175
486103,it,5.071,01-03-2018,My Big Gay Italian Wedding,5.7,286
357096,en,54.998,01-10-2015,I Spit on Your Grave III: Vengeance is Mine,5.7,788
23410,en,8.745,01-01-2009,The Thaw,5.7,259
17941,en,8.151,06-03-1998,Hush,5.7,228
1441,en,12.472,05-04-2006,The Contract,5.7,420
13476,en,12.264,23-01-2004,Win a Date with Tad Hamilton!,5.7,433
257344,en,48.147,16-07-2015,Pixels,5.7,6671
15681,it,10.026,06-02-2009,Ex,5.7,432
9927,en,10.308,23-12-2005,The Ringer,5.7,272
111440,en,9.989,25-05-2012,The Pact,5.7,415
13742,fr,6.808,01-02-2006,Satan,5.7,295
2334,fr,17.383,29-01-2003,Taxi 3,5.7,1282
53010,fr,9.332,05-01-2011,Second Chance,5.7,230
15668,en,8.333,08-08-1980,Xanadu,5.7,206
2959,en,12.118,04-07-2007,License to Wed,5.7,771
397442,en,6.782,11-03-2017,Win It All,5.7,231
360249,no,17.119,12-02-2016,The Last King,5.7,204
276488,en,8.778,17-04-2014,Let Us Prey,5.7,271
28665,en,12.901,23-09-2009,Fame,5.7,325
22371,en,11.612,29-02-2008,Minutemen,5.7,200
531499,en,34.636,07-08-2020,The Tax Collector,5.7,384
259963,en,8.254,20-04-2014,Boulevard,5.7,223
172828,en,14.228,28-08-2013,Bad Milo!,5.7,203
5,en,17.548,09-12-1995,Four Rooms,5.7,2257
480105,en,20.95,15-08-2019,47 Meters Down: Uncaged,5.7,1178
340601,en,10.646,10-05-2018,Delirium,5.7,200
36599,en,13.704,18-07-1980,Prom Night,5.7,323
8676,en,18.438,07-02-2008,Fool's Gold,5.7,1265
9966,en,13.102,02-02-2007,The Messengers,5.7,687
397422,en,18.584,15-06-2017,Rough Night,5.7,1810
320302,it,7.777,22-01-2015,Ever Been to the Moon?,5.7,242
9669,ja,10.522,23-01-1999,Ringu 2,5.7,330
2122,en,12.086,07-04-2004,The Whole Ten Yards,5.7,803
347945,en,11.685,22-07-2015,Synchronicity,5.7,320
336890,en,9.714,17-03-2017,Goon: Last of the Enforcers,5.7,259
11141,en,10.113,04-04-2004,Laws of Attraction,5.7,353
9683,en,9.08,24-08-2001,Bubble Boy,5.7,487
9809,en,12.737,17-11-2006,Let's Go to Prison,5.7,235
433630,en,10.633,30-06-2017,Inconceivable,5.7,287
123105,en,10.131,13-09-2012,The Bay,5.7,614
49787,en,11.226,15-05-2010,The Reef,5.7,467
24940,en,8.801,02-02-2001,Head Over Heels,5.7,200
11467,en,13.783,17-07-2001,America's Sweethearts,5.7,706
9038,en,13.509,05-10-2007,The Heartbreak Kid,5.7,1385
230222,en,21.944,17-10-2013,Tarzan,5.7,518
57165,en,43.042,28-03-2012,Wrath of the Titans,5.7,3684
25137,en,11.848,05-02-2009,Beyond a Reasonable Doubt,5.7,252
4597,en,10.135,04-12-2009,Armored,5.7,549
430040,en,15.118,28-02-2018,The Hurricane Heist,5.7,871
480414,en,39.293,17-04-2019,The Curse of La Llorona,5.7,2036
55301,en,36.235,14-12-2011,Alvin and the Chipmunks: Chipwrecked,5.7,1876
380124,en,9.746,21-10-2016,Boo! A Madea Halloween,5.7,376
112454,en,22.852,13-11-2014,Clown,5.7,1171
10771,en,15.245,27-09-2002,The Tuxedo,5.7,1634
9616,en,11.832,05-09-2003,The Order,5.7,293
489929,en,10.091,02-08-2018,Destination Wedding,5.7,599
10679,en,17.159,10-03-2012,Iron Sky,5.7,1356
9890,en,17.218,10-06-2004,The Stepford Wives,5.7,1128
400710,en,13.394,28-09-2017,Flatliners,5.7,2047
304372,en,9.557,11-09-2015,The Perfect Guy,5.7,291
136911,en,8.107,20-10-2012,The Factory,5.7,243
24271,en,12.312,09-05-2009,The Maiden Heist,5.7,267
3050,en,16.298,26-06-1998,Doctor Dolittle,5.7,2669
413998,en,10.098,08-06-2017,My Cousin Rachel,5.7,505
299551,en,9.724,20-01-2015,The Atticus Institute,5.7,278
310126,it,4.897,11-12-2014,"Il ricco, il povero e il maggiordomo",5.7,787
11649,en,22.345,07-08-1987,Masters of the Universe,5.7,716
8870,en,11.099,10-11-2000,Red Planet,5.7,864
27932,en,12.383,18-10-1974,Airport 1975,5.7,203
514277,en,12.066,22-08-2018,Mara,5.7,318
389053,en,15.85,27-05-2016,The Do-Over,5.7,1300
167575,en,8.816,14-06-2013,Hatchet III,5.7,295
41668,it,5.789,20-12-1996,Fantozzi The Return,5.7,330
41517,hi,8.156,24-10-2011,Ra.One,5.7,278
8860,en,6.615,16-01-1997,Metro,5.7,450
36298,it,6.412,05-01-2010,"Me, Them and Lara",5.7,270
286567,en,21.309,14-10-2016,Max Steel,5.7,665
268920,en,13.524,08-05-2015,Hot Pursuit,5.7,1443
560204,en,9.085,05-05-2020,Arkansas,5.7,234
459202,en,11.227,20-10-2017,Boo 2! A Madea Halloween,5.7,446
11056,en,13.256,11-10-2002,Darkness,5.7,319
288171,en,10.184,02-02-2016,Blue Mountain State: The Rise of Thadland,5.7,241
10187,en,7.099,01-08-2008,Swing Vote,5.7,205
9877,en,13.299,25-09-1998,Urban Legend,5.7,1074
18298,fr,5.575,12-12-2001,The Three Kings,5.7,266
353491,en,17.345,03-08-2017,The Dark Tower,5.7,4432
114606,en,11.57,31-08-2012,Cockneys vs Zombies,5.7,334
101519,en,8.33,07-06-2012,A Fantastic Fear of Everything,5.7,250
38778,en,14.656,30-07-2010,Dinner for Schmucks,5.7,1545
1683,en,21.358,05-04-2007,The Reaping,5.7,682
469876,it,5.151,09-11-2017,Adios Freakin’ Monsters from Venus,5.7,380
118957,en,13.355,05-09-2012,Bait,5.7,647
72331,en,50.201,20-06-2012,Abraham Lincoln: Vampire Hunter,5.7,2882
454615,en,14.591,18-05-2018,Black Water,5.7,210
346808,en,17.522,15-10-2015,Momentum,5.7,460
109513,en,11.474,22-08-2012,Hit & Run,5.7,458
3513,en,9.102,03-12-1998,Legionnaire,5.7,429
416051,fr,9.022,01-11-2017,Based on a True Story,5.7,433
342474,en,9.383,31-07-2015,Jenny's Wedding,5.7,370
335788,en,15.89,21-08-2017,Renegades,5.7,276
84165,en,9.354,28-03-2012,2 Days in New York,5.7,253
604563,fr,11.388,04-08-2021,OSS 117: From Africa with Love,5.7,568
11451,en,23.864,22-06-2005,Herbie Fully Loaded,5.7,1989
9424,en,13.741,24-07-1998,Disturbing Behavior,5.7,275
16337,en,20.924,22-08-1986,The Texas Chainsaw Massacre 2,5.7,665
11547,en,13.505,15-08-2003,Cabin Fever,5.7,1063
323368,en,10.108,22-12-2017,Hangman,5.7,443
15566,en,12.371,21-09-2004,Surviving Christmas,5.7,432
7341,en,8.013,11-03-1999,The Rage: Carrie 2,5.7,317
438,en,13.423,10-10-2004,Cube Zero,5.7,848
24001,en,17.976,12-06-2009,The Hills Run Red,5.7,232
383869,fr,6.317,01-06-2016,Back to Mom's,5.7,420
198210,en,6.916,19-07-2013,Evidence,5.7,215
152790,en,10.041,23-05-2014,The Angriest Man in Brooklyn,5.7,413
139567,en,11.362,31-08-2012,Fire with Fire,5.7,584
4823,en,13.548,07-02-1992,Final Analysis,5.7,215
10661,en,27.354,05-06-2008,You Don't Mess with the Zohan,5.7,3185
271185,en,8.664,19-04-2014,Ask Me Anything,5.7,371
85735,fr,8.596,10-12-2011,Love Lasts Three Years,5.7,371
16889,en,12.56,10-07-1987,Revenge of the Nerds II: Nerds in Paradise,5.7,219
15671,en,9.566,13-07-2008,Picture This,5.7,260
9413,en,8.668,01-08-1997,Picture Perfect,5.7,324
5552,fr,16.615,13-03-2004,Immortal,5.7,346
1534,en,15.906,11-01-2007,Pathfinder,5.7,557
340584,en,9.11,04-11-2016,Lavender,5.7,283
70435,en,19.014,01-11-2011,Haywire,5.7,1149
60747,en,25.956,15-03-2012,Red Dawn,5.7,1365
10154,en,8.806,16-08-1999,Mickey Blue Eyes,5.7,469
336455,en,10.302,18-02-2016,Viral,5.7,442
11569,en,16.31,11-09-1992,Hellraiser III: Hell on Earth,5.7,589
2210,en,11.688,08-09-1988,Earth Girls Are Easy,5.7,298
823461,en,9.679,23-06-2021,Good on Paper,5.7,257
9292,en,16.121,23-05-1991,Hudson Hawk,5.7,831
72890,en,7.222,07-09-2012,Girl Most Likely,5.7,223
18402,en,9.397,04-08-1995,Something to Talk About,5.7,201
12620,en,17.685,22-08-2008,The House Bunny,5.7,1677
418726,it,5.087,13-10-2016,Something New,5.7,202
19698,en,11.748,24-06-1983,Porky's II: The Next Day,5.7,253
13596,en,15.271,19-09-2008,My Best Friend's Girl,5.7,639
624808,en,9.008,10-04-2020,Love Wedding Repeat,5.7,627
171424,en,19.342,08-09-2013,The Green Inferno,5.7,1169
4954,en,13.872,08-12-1994,Drop Zone,5.7,334
366668,en,13.912,10-06-2019,Playmobil: The Movie,5.7,216
14423,en,12.526,11-01-2008,First Sunday,5.7,200
13803,en,12.615,09-10-2008,Amusement,5.7,298
11066,en,13.683,30-06-1992,Boomerang,5.7,475
20777,en,6.62,16-01-2009,The Killing Room,5.7,204
5146,en,11.287,23-05-2003,The In-Laws,5.7,233
74461,en,9.189,21-01-2013,Knights of Badassdom,5.7,341
334074,en,19.554,21-05-2015,Survivor,5.7,880
270774,en,18.343,21-07-2016,Skiptrace,5.7,545
174321,en,9.559,16-05-2013,The English Teacher,5.7,313
449459,en,13.965,04-01-2019,The Vanishing,5.6,600
28510,en,29.789,01-10-2009,Universal Soldier: Regeneration,5.6,359
2565,en,10.832,09-03-1990,Joe Versus the Volcano,5.6,434
367551,en,6.667,11-12-2015,American Hero,5.6,203
12123,en,14.205,02-08-1996,Chain Reaction,5.6,859
8920,en,45.174,10-06-2004,Garfield,5.6,3319
11888,en,13.934,18-01-2002,Snow Dogs,5.6,637
440762,en,9.615,15-10-2019,Jay and Silent Bob Reboot,5.6,400
254302,en,11.53,22-11-2015,High-Rise,5.6,1008
429476,en,11.968,27-09-2018,Hell Fest,5.6,686
20856,en,13.628,31-07-2009,Aliens in the Attic,5.6,867
9034,en,9.467,20-09-2002,The Banger Sisters,5.6,209
605286,it,4.798,28-04-2021,Si vive una volta sola,5.6,214
15983,en,10.198,27-09-1985,Invasion U.S.A.,5.6,217
13713,fr,6.662,05-04-2006,Jean-Philippe,5.6,265
9622,en,12.013,17-01-1997,Beverly Hills Ninja,5.6,638
48988,en,18.455,25-02-2011,Hall Pass,5.6,1702
23398,en,37.1,21-12-2009,Alvin and the Chipmunks: The Squeakquel,5.6,2509
219318,fr,6.656,02-10-2013,The Volcano,5.6,588
412105,en,12.712,19-06-2017,You Get Me,5.6,1588
193687,en,9.47,13-08-2015,Z for Zachariah,5.6,808
86834,en,25.603,07-03-2014,Noah,5.6,5563
384682,en,20.386,25-11-2016,Office Christmas Party,5.6,1804
261037,en,9.814,12-09-2014,Miss Meadows,5.6,201
385360,en,10.605,19-07-2018,Billionaire Boys Club,5.6,380
146238,en,10.385,24-09-2013,Runner Runner,5.6,1100
39451,en,23.727,21-12-2010,Little Fockers,5.6,2862
13561,en,7.476,12-10-2007,Murder Party,5.6,214
10756,en,16.853,25-11-2003,The Haunted Mansion,5.6,1712
2155,en,12.154,25-02-2000,Reindeer Games,5.6,531
346910,en,45.221,05-09-2018,The Predator,5.6,3995
265208,en,37.736,14-01-2015,Wild Card,5.6,1518
321494,en,19.259,10-03-2015,The Man with the Iron Fists 2,5.6,209
301372,en,7.423,28-04-2017,Voice from the Stone,5.6,420
2800,en,12.666,22-12-2005,Rumor Has It...,5.6,984
118289,en,12.636,19-09-2013,Diana,5.6,434
10723,en,12.389,06-09-1996,Bulletproof,5.6,483
475220,en,11.008,06-12-2018,In Fabric,5.6,233
481042,it,6.432,02-11-2017,Non c'è campo,5.6,209
312831,en,12.08,06-11-2015,The Hallow,5.6,534
9574,en,13.656,26-11-1997,Flubber,5.6,2042
523931,en,42.037,10-08-2018,Megalodon,5.6,229
253344,en,14.607,16-07-2015,Some Kind of Beautiful,5.6,508
2087,en,14.365,11-02-1994,The Getaway,5.6,263
641790,en,13.324,06-12-2019,Trauma Center,5.6,324
346671,en,13.509,08-08-2017,Little Evil,5.6,816
237756,en,11.037,10-04-2015,Kill Me Three Times,5.6,446
46837,en,8.8,06-10-2010,Kaboom,5.6,259
484437,en,10.795,01-03-2019,The Hole in the Ground,5.6,564
475430,en,20.866,12-06-2020,Artemis Fowl,5.6,1429
51170,en,18.934,21-10-2010,Open Season 3,5.6,497
38358,en,12.352,27-08-2010,The Last Exorcism,5.6,856
23823,en,89.491,20-10-2009,Wrong Turn 3: Left for Dead,5.6,924
10861,en,16.241,13-09-1996,Maximum Risk,5.6,384
9676,en,15.392,15-09-2006,The Black Dahlia,5.6,916
1950,en,9.016,01-05-2007,Lucky You,5.6,224
559401,fr,9.719,24-05-2019,Sibyl,5.6,299
615678,en,24.103,09-04-2021,Thunder Force,5.6,1029
9327,en,13.963,26-06-1996,The Nutty Professor,5.6,2524
429471,en,15.841,15-03-2019,Captive State,5.6,965
77875,en,12.784,29-11-2012,Playing for Keeps,5.6,602
10327,en,18.676,02-07-2003,"Legally Blonde 2: Red, White & Blonde",5.6,1310
414191,en,11.354,27-07-2018,Our House,5.6,298
370567,en,16.987,15-03-2018,Sherlock Gnomes,5.6,609
658777,de,7.48,02-09-2020,Freaks – You're One of Us,5.6,269
166822,en,6.957,17-10-2013,Big Ass Spider!,5.6,210
485504,en,8.481,08-12-2017,El Camino Christmas,5.6,258
27475,en,7.979,10-09-1982,The Slumber Party Massacre,5.6,246
244516,it,5.888,19-12-2013,Indovina chi viene a Natale?,5.6,331
13260,en,12.641,28-02-2008,Semi-Pro,5.6,654
5956,en,9.297,21-01-2007,Joshua,5.6,226
345918,en,12.267,11-11-2016,Come and Find Me,5.6,232
10206,en,13.336,24-07-1992,Buffy the Vampire Slayer,5.6,664
582607,en,10.263,03-05-2019,See You Yesterday,5.6,469
164251,en,9.54,12-10-2014,Serena,5.6,927
68684,en,10.36,16-03-2011,Detention,5.6,309
345914,en,12.639,29-06-2017,The House,5.6,789
144340,en,8.695,21-03-2013,Admission,5.6,547
252680,en,13.427,25-03-2014,Moms' Night Out,5.6,262
205584,en,31.872,25-02-2016,Gods of Egypt,5.6,3587
41515,en,20.022,17-12-2010,Yogi Bear,5.6,753
11811,en,22.748,08-01-1993,Leprechaun,5.6,617
6071,en,8.667,21-04-1995,Kiss of Death,5.6,257
12705,en,15.428,15-08-1980,Smokey and the Bandit II,5.6,227
12192,en,11.68,11-04-2008,Pathology,5.6,382
10375,en,13.957,04-01-2002,D-Tox,5.6,537
8277,en,43.276,10-12-2007,American Pie Presents: Beta House,5.6,1617
83770,en,11.705,22-05-2012,On the Road,5.6,744
10877,en,18.287,13-03-2001,Exit Wounds,5.6,375
9849,en,11.967,11-02-1999,My Favorite Martian,5.6,256
560144,en,38.966,25-10-2020,Skylines,5.6,447
525657,en,15.472,14-06-2019,Daughter of the Wolf,5.6,227
20483,en,8.493,06-02-2004,Catch That Kid,5.6,261
440597,en,20.308,07-07-2017,Wish Upon,5.6,1152
9568,en,8.294,07-06-1996,The Dentist,5.6,238
373314,en,9.673,05-02-2016,Misconduct,5.6,470
306523,it,6.261,27-11-2014,Ogni maledetto Natale,5.6,298
19912,en,31.941,26-08-2009,The Final Destination,5.6,2706
718444,en,18.734,20-08-2020,Rogue,5.6,589
14361,en,9.139,18-09-1992,Captain Ron,5.6,246
10050,en,10.383,08-03-2001,Get Over It,5.6,247
692969,no,20.395,22-10-2020,Cadaver,5.6,514
369776,fr,11.536,03-02-2016,The Tuche Family: The American Dream,5.6,870
300467,en,10.084,17-10-2014,Dark Was the Night,5.6,215
119698,en,19.891,09-08-2012,The Dinosaur Project,5.6,239
929,en,33.813,20-05-1998,Godzilla,5.6,3288
174316,en,7.047,06-11-2013,A Case of You,5.6,264
124459,en,12.483,14-03-2013,The Incredible Burt Wonderstone,5.6,1243
82679,en,8.881,24-10-2012,Fun Size,5.6,386
86835,en,9.595,08-02-2015,Knight of Cups,5.6,560
9703,en,18.306,19-04-2007,The Last Legion,5.6,699
560192,en,19.649,06-12-2019,Grand Isle,5.6,245
18480,en,15.102,08-07-2009,Brüno,5.6,1429
10169,en,8.799,24-08-1990,Men at Work,5.6,295
8202,en,25.545,30-11-2005,Æon Flux,5.6,1868
41586,en,8.644,07-12-1999,K-911,5.6,202
8319,en,8.19,25-01-2007,Chapter 27,5.6,213
394830,en,15.154,27-04-2017,The Crucifixion,5.6,407
11132,en,14.663,17-02-2004,Confessions of a Teenage Drama Queen,5.6,779
144336,en,13.495,28-03-2014,Sabotage,5.6,1219
1819,en,11.955,13-07-2006,"You, Me and Dupree",5.6,1172
371608,en,17.968,07-03-2018,The Strangers: Prey at Night,5.6,1135
12521,en,14.543,27-10-1989,Shocker,5.6,336
9757,en,39.75,08-02-2007,Norbit,5.6,1951
13191,en,7.736,28-04-2008,"War, Inc.",5.6,235
49012,en,10.702,08-04-2011,Arthur,5.6,639
11377,en,14.282,29-10-1999,House on Haunted Hill,5.6,710
11637,en,18.98,20-01-2005,Are We There Yet?,5.6,817
